iter	Passed	Remaining
192	7060	29523
193	7095	29477
194	7162	29567
195	7209	29571
196	7260	29595
197	7312	29617
198	7361	29631
199	7407	29629
200	7461	29659
201	7523	29719
202	7570	29723
203	7632	29782
204	7669	29741
205	7707	29706
206	7746	29675
207	7784	29642
208	7840	29675
209	7899	29717
210	7949	29726
211	8000	29738
212	8067	29807
213	8110	29788
214	8161	29797
215	8205	29782
216	8257	29795
217	8329	29877
218	8424	30042
219	8491	30107
220	8542	30110
221	8592	30111
222	8638	30098
223	8667	30026
224	8699	29966
225	8729	29895
226	8760	29832
227	8792	29769
228	8825	29714
229	8855	29648
230	8885	29579
231	8907	29488
232	8929	29394
233	8954	29313
234	8977	29223
235	8998	29130
236	9021	29042
237	9044	28957
238	9067	28870
239	9089	28784
240	9110	28692
241	9134	28610
242	9156	28523
243	9181	28446
244	9203	28361
245	9224	28274
246	9249	28197
247	9272	28116
248	9294	28034
249	9318	27954
250	9340	27872
251	9365	27798
252	9387	27716
253	9409	27636
254	9431	27554
255	9453	27473
256	9474	27391
257	9496	27311
258	9518	27231
259	9539	27151
260	9561	27072
261	9583	26993
262	9606	26920
263	9629	26845
264	9650	26766
265	9674	26694
266	9696	26619
267	9718	26543
268	9741	26471
269	9763	26396
270	9784	26320
271	9806	26245
272	9829	26176
273	9851	26103
274	9875	26034
275	9900	25970
276	9931	25921
277	9979	25919
278	10048	25968
279	10105	25984
280	10157	25989
281	10200	25970
282	10266	26011
283	10321	26023
284	10381	26045
285	10429	26036
286	10468	26006
287	10519	26006
288	10580	26031
289	10627	26019
290	10679	26020
291	10727	26010
292	10783	26021
293	10842	26035
294	10888	26021
295	10960	26068
296	11019	26083
297	11072	26083
298	11134	26105
299	11198	26130
300	11253	26134
301	11303	26125
302	11359	26131
303	11414	26132
304	11481	26162
305	11532	26155
306	11586	26153
307	11644	26162
308	11697	26158
309	11730	26109
310	11761	26057
311	11795	26011
312	11828	25961
313	11858	25907
314	11889	25854
315	11937	25838
316	11978	25808
317	12018	25775
318	12067	25761
319	12099	25710
320	12142	25683
321	12206	25701
322	12256	25690
323	12286	25635
324	12318	25583
325	12348	25530
326	12378	25477
327	12411	25428
328	12443	25378
329	12474	25326
330	12504	25272
331	12535	25221
332	12565	25168
333	12596	25117
334	12627	25067
335	12665	25028
336	12710	25006
337	12754	24980
338	12796	24950
339	12845	24934
340	12891	24913
341	12924	24867
342	12956	24817
343	12987	24766
344	13017	24714
345	13046	24660
346	13076	24608
347	13106	24555
348	13136	24503
349	13167	24454
350	13196	24399
351	13236	24366
352	13279	24339
353	13327	24319
354	13351	24258
355	13374	24194
356	13396	24128
357	13421	24069
358	13445	24007
359	13466	23940
360	13489	23877
361	13514	23818
362	13538	23757
363	13560	23692
364	13583	23632
365	13608	23572
366	13630	23509
367	13653	23448
368	13678	23390
369	13700	23328
370	13723	23266
371	13747	23207
372	13770	23147
373	13791	23084
374	13811	23019
375	13834	22958
376	13855	22897
377	13878	22837
378	13900	22775
379	13921	22713
380	13942	22652
381	13965	22593
382	13988	22535
383	14010	22474
384	14032	22415
385	14053	22354
386	14077	22298
387	14100	22241
388	14120	22179
389	14142	22120
390	14166	22064
391	14189	22007
392	14211	21949
393	14234	21893
394	14257	21837
395	14278	21778
396	14298	21718
397	14320	21660
398	14343	21605
399	14366	21549
400	14390	21495
401	14413	21440
402	14436	21386
403	14458	21329
404	14481	21274
405	14504	21220
406	14529	21170
407	14553	21116
408	14574	21060
409	14602	21013
410	14642	20984
411	14690	20966
412	14748	20962
413	14795	20942
414	14858	20944
415	14909	20929
416	14967	20925
417	15020	20913
418	15075	20903
419	15129	20893
420	15194	20896
421	15250	20887
422	15304	20875
423	15354	20858
424	15405	20843
425	15447	20814
426	15480	20773
427	15514	20734
428	15548	20694
429	15591	20667
430	15643	20652
431	15697	20639
432	15748	20621
433	15785	20587
434	15826	20556
435	15886	20549
436	15943	20540
437	15985	20510
438	16021	20474
439	16057	20436
440	16096	20403
441	16135	20369
442	16183	20347
443	16228	20322
444	16266	20287
445	16307	20256
446	16383	20268
447	16423	20235
448	16455	20194
449	16487	20151
450	16515	20104
451	16547	20061
452	16578	20018
453	16609	19975
454	16643	19935
455	16676	19894
456	16708	19852
457	16740	19811
458	16771	19768
459	16805	19728
460	16837	19686
461	16869	19644
462	16898	19599
463	16929	19556
464	16959	19512
465	16990	19469
466	17023	19429
467	17055	19387
468	17086	19345
469	17116	19301
470	17149	19261
471	17182	19221
472	17216	19182
473	17248	19140
474	17278	19096
475	17309	19055
476	17339	19012
477	17372	18972
478	17407	18933
479	17438	18892
480	17472	18852
481	17502	18809
482	17532	18767
483	17563	18724
484	17593	18682
485	17624	18639
486	17659	18601
487	17690	18561
488	17724	18521
489	17754	18479
490	17783	18434
491	17812	18391
492	17841	18348
493	17874	18308
494	17905	18267
495	17935	18224
496	17968	18185
497	18002	18146
498	18036	18108
499	18067	18067
500	18097	18025
501	18120	17976
502	18143	17926
503	18163	17875
504	18187	17826
505	18210	17778
506	18235	17731
507	18259	17684
508	18281	17634
509	18305	17587
510	18329	17540
511	18350	17490
512	18373	17442
513	18396	17394
514	18419	17346
515	18441	17297
516	18464	17249
517	18489	17204
518	18510	17155
519	18533	17108
520	18556	17060
521	18578	17012
522	18601	16965
523	18625	16919
524	18649	16873
525	18670	16824
526	18696	16780
527	18723	16737
528	18744	16689
529	18766	16641
530	18790	16596
531	18812	16549
532	18838	16505
533	18861	16459
534	18887	16416
535	18909	16369
536	18932	16323
537	18953	16276
538	18976	16230
539	18998	16183
540	19020	16137
541	19045	16093
542	19067	16047
543	19091	16002
544	19114	15958
545	19137	15913
546	19161	15868
547	19184	15823
548	19208	15779
549	19230	15734
550	19252	15688
551	19274	15643
552	19298	15599
553	19322	15555
554	19344	15510
555	19376	15473
556	19406	15434
557	19443	15401
558	19478	15366
559	19516	15334
560	19552	15300
561	19593	15270
562	19645	15249
563	19706	15233
564	19775	15225
565	19836	15209
566	19889	15189
567	19947	15171
568	20003	15152
569	20064	15136
570	20122	15118
571	20180	15100
572	20238	15081
573	20301	15067
574	20362	15050
575	20425	15035
576	20481	15015
577	20531	14989
578	20590	14971
579	20644	14949
580	20706	14932
581	20757	14908
582	20797	14875
583	20834	14840
584	20877	14810
585	20946	14798
586	20997	14773
587	21062	14758
588	21115	14734
589	21156	14701
590	21194	14667
591	21234	14634
592	21284	14608
593	21317	14570
594	21350	14532
595	21380	14492
596	21415	14456
597	21444	14416
598	21474	14375
599	21502	14335
600	21538	14299
601	21575	14264
602	21606	14224
603	21654	14197
604	21690	14161
605	21719	14121
606	21751	14082
607	21783	14044
608	21816	14007
609	21846	13967
610	21874	13926
611	21905	13887
612	21935	13848
613	21965	13808
614	21997	13770
615	22027	13731
616	22058	13692
617	22088	13653
618	22116	13612
619	22149	13575
620	22196	13546
621	22231	13510
622	22270	13476
623	22304	13439
624	22335	13401
625	22364	13361
626	22394	13322
627	22423	13282
628	22452	13243
629	22483	13204
630	22514	13165
631	22544	13127
632	22576	13089
633	22607	13050
634	22638	13012
635	22670	12974
636	22700	12936
637	22732	12898
638	22762	12859
639	22796	12823
640	22825	12783
641	22848	12741
642	22869	12697
643	22892	12654
644	22914	12612
645	22937	12569
646	22959	12526
647	22980	12483
648	23003	12441
649	23027	12399
650	23050	12357
651	23072	12314
652	23094	12272
653	23117	12230
654	23140	12188
655	23160	12145
656	23182	12103
657	23206	12061
658	23227	12019
659	23250	11977
660	23272	11935
661	23295	11894
662	23319	11853
663	23341	11811
664	23363	11769
665	23388	11729
666	23412	11688
667	23435	11647
668	23457	11605
669	23479	11564
670	23502	11523
671	23526	11483
672	23550	11442
673	23573	11401
674	23597	11361
675	23619	11320
676	23642	11279
677	23667	11240
678	23690	11199
679	23715	11160
680	23739	11120
681	23764	11080
682	23786	11039
683	23810	11000
684	23834	10960
685	23857	10920
686	23881	10880
687	23905	10840
688	23929	10801
689	23950	10760
690	23973	10720
691	23995	10679
692	24017	10639
693	24042	10600
694	24071	10563
695	24101	10527
696	24131	10490
697	24160	10453
698	24191	10417
699	24223	10381
700	24255	10345
701	24293	10312
702	24328	10278
703	24364	10244
704	24400	10210
705	24435	10175
706	24473	10142
707	24524	10114
708	24571	10085
709	24644	10065
710	24696	10038
711	24754	10012
712	24812	9987
713	24869	9961
714	24921	9933
715	24966	9902
716	25005	9869
717	25041	9835
718	25077	9800
719	25115	9767
720	25177	9742
721	25231	9715
722	25287	9688
723	25340	9660
724	25381	9627
725	25420	9594
726	25462	9561
727	25505	9529
728	25564	9503
729	25617	9475
730	25675	9448
731	25732	9421
732	25784	9392
733	25862	9372
734	25901	9338
735	25935	9303
736	25976	9269
737	26014	9235
738	26053	9201
739	26094	9168
740	26145	9138
741	26185	9104
742	26216	9068
743	26248	9031
744	26278	8994
745	26307	8957
746	26338	8920
747	26370	8884
748	26402	8847
749	26434	8811
750	26465	8774
751	26496	8738
752	26526	8701
753	26560	8665
754	26590	8628
755	26623	8592
756	26655	8556
757	26685	8519
758	26718	8483
759	26752	8448
760	26784	8411
761	26815	8375
762	26846	8338
763	26876	8302
764	26908	8265
765	26936	8228
766	26968	8192
767	26998	8155
768	27031	8120
769	27063	8083
770	27096	8048
771	27127	8011
772	27160	7975
773	27192	7939
774	27224	7903
775	27256	7867
776	27286	7831
777	27318	7795
778	27350	7759
779	27380	7722
780	27410	7686
781	27438	7648
782	27470	7613
783	27501	7577
784	27536	7541
785	27567	7505
786	27593	7468
787	27616	7429
788	27638	7391
789	27662	7353
790	27684	7314
791	27707	7276
792	27729	7238
793	27752	7200
794	27776	7162
795	27797	7124
796	27820	7086
797	27842	7047
798	27864	7009
799	27886	6971
800	27907	6933
801	27930	6895
802	27952	6857
803	27973	6819
804	27995	6781
805	28018	6743
806	28039	6705
807	28062	6668
808	28085	6630
809	28109	6593
810	28132	6556
811	28155	6518
812	28177	6481
813	28198	6443
814	28222	6406
815	28247	6369
816	28271	6332
817	28293	6295
818	28327	6260
819	28359	6225
820	28392	6190
821	28423	6154
822	28454	6119
823	28484	6084
824	28527	6051
825	28571	6018
826	28616	5986
827	28666	5954
828	28709	5921
829	28747	5888
830	28780	5853
831	28812	5817
832	28842	5782
833	28870	5746
834	28902	5711
835	28944	5678
836	29003	5648
837	29061	5618
838	29119	5587
839	29160	5554
840	29204	5521
841	29275	5493
842	29351	5466
843	29428	5439
844	29528	5416
845	29641	5395
846	29729	5370
847	29826	5346
848	29943	5325
849	30065	5305
850	30163	5281
851	30266	5257
852	30370	5233
853	30494	5213
854	30611	5191
855	30719	5167
856	30849	5147
857	30979	5127
858	31080	5101
859	31191	5077
860	31281	5050
861	31319	5014
862	31368	4979
863	31424	4946
864	31478	4912
865	31533	4879
866	31574	4843
867	31612	4807
868	31646	4770
869	31681	4734
870	31725	4698
871	31790	4666
872	31843	4632
873	31910	4600
874	31948	4564
875	31987	4527
876	32026	4491
877	32069	4456
878	32108	4419
879	32145	4383
880	32180	4346
881	32272	4317
882	32336	4284
883	32375	4248
884	32415	4212
885	32456	4176
886	32499	4140
887	32546	4104
888	32581	4068
889	32611	4030
890	32655	3994
891	32703	3959
892	32770	3926
893	32808	3889
894	32846	3853
895	32888	3817
896	32931	3781
897	32968	3744
898	33000	3707
899	33034	3670
900	33067	3633
901	33100	3596
902	33139	3559
903	33194	3525
904	33251	3490
905	33294	3454
906	33331	3417
907	33378	3381
908	33439	3347
909	33482	3311
910	33515	3274
911	33547	3237
912	33580	3199
913	33610	3162
914	33643	3125
915	33674	3088
916	33706	3050
917	33738	3013
918	33774	2976
919	33809	2939
920	33845	2903
921	33885	2866
922	33921	2829
923	33957	2793
924	33991	2756
925	34052	2721
926	34105	2685
927	34163	2650
928	34218	2615
929	34294	2581
930	34428	2551
931	34516	2518
932	34626	2486
933	34696	2451
934	34818	2420
935	34956	2390
936	35052	2356
937	35087	2319
938	35133	2282
939	35180	2245
940	35230	2208
941	35276	2171
942	35322	2135
943	35376	2098
944	35424	2061
945	35488	2025
946	35531	1988
947	35583	1951
948	35638	1915
949	35694	1878
950	35733	1841
951	35773	1803
952	35824	1766
953	35859	1729
954	35896	1691
955	35933	1653
956	35963	1615
957	36011	1578
958	36063	1541
959	36122	1505
960	36176	1468
961	36203	1430
962	36229	1391
963	36251	1353
964	36298	1316
965	36326	1278
966	36358	1240
967	36386	1202
968	36418	1165
969	36448	1127
970	36480	1089
971	36512	1051
972	36549	1014
973	36582	976
974	36612	938
975	36644	901
976	36674	863
977	36707	825
978	36739	788
979	36774	750
980	36813	713
981	36846	675
982	36878	637
983	36909	600
984	36942	562
985	36982	525
986	37022	487
987	37064	450
988	37101	412
989	37131	375
990	37164	337
991	37196	299
992	37231	262
993	37278	225
994	37317	187
995	37346	149
996	37378	112
997	37407	74
998	37438	37
999	37469	0
